S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
737,Renault Triber RXZ,Ahmedabad,2019,11594,Petrol,Manual,Second,27.71 kmpl,1062 CC,111.28 bhp,5.0,31.67 Lakh,25.34
738,Tata Tiago XZ,Bangalore,2015,44579,Petrol,Manual,First,25.55 kmpl,1388 CC,115.61 bhp,5.0,35.6 Lakh,19.99
739,Skoda Superb Ambition,Hyderabad,2002,82712,Petrol,Manual,First,15.71 kmpl,2300 CC,215.75 bhp,7.0,66.67 Lakh,11.98
740,Toyota Yaris VX,Bangalore,2000,309296,Diesel,Automatic,First,14.5 kmpl,2492 CC,276.75 bhp,5.0,,8.76
741,Jeep Compass Longitude,Coimbatore,2015,78096,Petrol,Automatic,First,19.68 kmpl,1806 CC,208.29 bhp,5.0,60.58 Lakh,33.13
742,Tata Hexa XT,Kochi,1998,137690,CNG,Manual,First,18.15 km/kg,1088 CC,96.43 bhp,5.0,29.59 Lakh,3.67
743,Toyota Etios VX,Ahmedabad,2019,10209,Diesel,Manual,First,18.94 kmpl,2190 CC,199.9 bhp,7.0,,55.55
744,Skoda Superb Ambition,Coimbatore,1999,406525,Petrol,Automatic,Second,22.17 kmpl,1919 CC,163.45 bhp,5.0,59.86 Lakh,5.65
745,Chevrolet Cruze LTZ,Hyderabad,2009,135083,Diesel,Manual,Second,28.86 kmpl,988 CC,91.13 bhp,5.0,26.58 Lakh,8.46
746,Honda Amaze S i-Dtec,Chennai,2006,87070,Petrol,Automatic,Third,22.58 kmpl,1590 CC,123.16 bhp,5.0,42.62 Lakh,9.14
747,Tata Tigor XZ,Chennai,2005,109148,CNG,Manual,Second,30.6 km/kg,1157 CC,84.48 bhp,5.0,,5.53
748,Hyundai Venue SX,Bangalore,1999,365365,Petrol,Automatic,First,20.08 kmpl,1952 CC,136.25 bhp,5.0,,4.65
749,Skoda Rapid Ambition,Kochi,1998,439464,Diesel,Automatic,First,19.88 kmpl,2152 CC,242.49 bhp,7.0,69.95 Lakh,6.65
750,Tata Zest XM,Kolkata,2000,257469,Petrol,Manual,Second,27.97 kmpl,1000 CC,76.98 bhp,5.0,26.31 Lakh,3.02
751,Maruti Ciaz ZXI,Ahmedabad,2015,84301,CNG,Manual,Third,32.36 km/kg,987 CC,86.61 bhp,7.0,28.82 Lakh,13.3
752,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2019,16472,Diesel,Automatic,Third,23.99 kmpl,1652 CC,153.12 bhp,7.0,42.03 Lakh,32.6
753,Tata Hexa XT,Kolkata,2000,337258,Diesel,Manual,First,22.69 kmpl,1419 CC,138.86 bhp,5.0,34.86 Lakh,3.97
754,Tata Zest XM,Kochi,1999,146460,Petrol,Manual,First,26.89 kmpl,1029 CC,105.31 bhp,5.0,29.39 Lakh,4.23
755,Hyundai i20 Sportz,Hyderabad,2016,23444,Diesel,Manual,Second,19.34 kmpl,1822 CC,130.78 bhp,5.0,,29.05
756,Volkswagen Jetta Highline,Coimbatore,1998,199456,Diesel,Manual,Third,21.83 kmpl,1734 CC,158.32 bhp,7.0,56.36 Lakh,6.07
757,Mitsubishi Outlander 2.4,Delhi,2014,106170,Petrol,Automatic,First,17.66 kmpl,2436 CC,193.68 bhp,5.0,65.69 Lakh,39.76
758,Tata Tigor XZ,Jaipur,2001,446581,Petrol,Manual,First,25.09 kmpl,1437 CC,139.16 bhp,5.0,,4.3
759,Toyota Fortuner 4x2 AT,Chennai,2017,25675,Diesel,Manual,First,15.56 kmpl,2435 CC,169.31 bhp,7.0,,41.67
760,Toyota Etios VX,Bangalore,2017,25741,Diesel,Manual,Second,19.66 kmpl,1916 CC,203.14 bhp,5.0,,44.16
761,Skoda Octavia Ambition,Ahmedabad,2013,77470,Diesel,Automatic,Second,18.28 kmpl,2090 CC,220.12 bhp,7.0,64.36 Lakh,29.26
762,Maruti Ignis Delta,Delhi,2004,101058,Petrol,Automatic,First,24.54 kmpl,1420 CC,126.57 bhp,4.0,36.45 Lakh,8.57
763,Toyota Yaris VX,Pune,2006,98315,Diesel,Automatic,First,22.5 kmpl,1665 CC,144.04 bhp,5.0,55.28 Lakh,16.4
764,Maruti Swift VDI,Ahmedabad,2008,19213,Petrol,Manual,First,26.78 kmpl,999 CC,76.96 bhp,5.0,27.52 Lakh,10.66
765,Tata Tiago XZ,Mumbai,2001,269735,Diesel,Manual,First,27.27 kmpl,1276 CC,81.96 bhp,5.0,,3.7
766,Hyundai Venue SX,Delhi,2016,50419,Diesel,Manual,First,22.32 kmpl,1787 CC,164.72 bhp,5.0,48.45 Lakh,27.92
767,Mercedes-Benz C-Class C 220 CDI,Pune,2014,38651,Diesel,Automatic,Third,12.24 kmpl,2786 CC,246.86 bhp,7.0,112.6 Lakh,49.77
768,Maruti Alto 800 LXI,Kochi,2003,215121,CNG,Manual,First,27.57 km/kg,1025 CC,79.28 bhp,7.0,26.0 Lakh,4.81
769,Maruti Baleno Delta,Chennai,2001,166328,Diesel,Manual,First,27.98 kmpl,921 CC,61.64 bhp,7.0,23.25 Lakh,3.43
770,Volkswagen Tiguan Highline,Delhi,2014,66476,Petrol,Automatic,First,19.61 kmpl,1965 CC,194.64 bhp,5.0,59.17 Lakh,30.5
771,Honda WR-V VX,Pune,2004,144261,Diesel,Manual,Fourth & Above,27.73 kmpl,1148 CC,125.86 bhp,5.0,35.93 Lakh,5.76
772,Hyundai i20 Sportz,Delhi,2016,51726,Diesel,Manual,First,19.16 kmpl,1868 CC,142.01 bhp,5.0,,27.95
773,Tata Tigor XZ,Delhi,1999,247747,Petrol,Manual,First,25.13 kmpl,1414 CC,116.39 bhp,5.0,31.15 Lakh,4.0
774,Maruti Baleno Delta,Chennai,2005,273428,Petrol,Manual,First,26.35 kmpl,1346 CC,89.92 bhp,5.0,27.01 Lakh,5.25
775,Maruti Swift VDI,Kolkata,2016,82036,CNG,Manual,First,25.83 km/kg,1133 CC,85.32 bhp,5.0,27.04 Lakh,18.17
776,Mercedes-Benz GLC 220d,Delhi,2004,262233,Diesel,Automatic,Second,18.2 kmpl,2227 CC,200.64 bhp,5.0,98.0 Lakh,17.23
777,Ford Endeavour Titanium,Hyderabad,2001,227030,Petrol,Manual,Second,24.74 kmpl,1322 CC,107.99 bhp,7.0,,4.86
778,Renault Kwid RXT,Mumbai,2006,294808,CNG,Manual,First,24.65 km/kg,863 CC,56.13 bhp,7.0,,4.46
779,Hyundai Creta 1.6 CRDi SX Option,Mumbai,2005,175159,Diesel,Automatic,First,22.98 kmpl,1482 CC,149.9 bhp,5.0,,9.19
780,Hyundai Santro Sportz,Jaipur,2008,125806,Diesel,Manual,Second,26.86 kmpl,1218 CC,126.03 bhp,7.0,38.71 Lakh,11.61
781,Hyundai i10 Magna,Delhi,2007,207230,Petrol,Manual,Second,24.83 kmpl,1370 CC,123.82 bhp,5.0,36.05 Lakh,8.31
782,Toyota Yaris VX,Chennai,2005,90514,Petrol,Manual,First,17.09 kmpl,2260 CC,204.12 bhp,5.0,67.38 Lakh,15.39
783,Fiat Linea Emotion,Ahmedabad,2015,36360,Petrol,Manual,First,23.11 kmpl,1271 CC,98.97 bhp,5.0,,18.61
784,Tata Nexon XZ,Ahmedabad,2003,202009,Diesel,Automatic,Second,22.48 kmpl,1449 CC,123.63 bhp,5.0,35.69 Lakh,5.64
785,Maruti Swift VDI,Kolkata,2017,21213,Diesel,Automatic,First,26.03 kmpl,1176 CC,87.91 bhp,5.0,,21.91
786,Honda BR-V VX i-DTEC,Mumbai,2007,169564,Petrol,Automatic,First,23.27 kmpl,1407 CC,148.78 bhp,5.0,,11.18
787,Maruti Ciaz ZXI,Mumbai,2017,33901,Petrol,Manual,First,22.63 kmpl,1411 CC,128.37 bhp,5.0,36.7 Lakh,26.12
788,Toyota Yaris VX,Mumbai,1998,197197,Petrol,Automatic,Second,20.16 kmpl,2274 CC,215.53 bhp,5.0,,7.86
789,Jeep Compass Limited,Ahmedabad,2017,15598,Petrol,Manual,First,22.31 kmpl,1670 CC,164.17 bhp,7.0,58.37 Lakh,42.36
790,Tata Safari Storme VX,Jaipur,2019,6458,Petrol,Manual,First,20.8 kmpl,1426 CC,103.59 bhp,5.0,,27.07
791,Toyota Glanza G,Jaipur,2019,12133,Diesel,Automatic,First,18.68 kmpl,2360 CC,173.24 bhp,7.0,59.78 Lakh,59.4
792,Ford Endeavour Titanium,Kochi,2014,104609,Petrol,Manual,First,23.05 kmpl,1421 CC,149.2 bhp,5.0,38.79 Lakh,22.07
793,Toyota Innova Crysta 2.4 VX,Delhi,2013,77661,Petrol,Automatic,First,18.38 kmpl,2360 CC,202.56 bhp,5.0,,38.26
794,Renault Triber RXZ,Kochi,2004,140855,Petrol,Manual,First,26.95 kmpl,1310 CC,119.9 bhp,7.0,34.9 Lakh,7.22
795,Land Rover Range Rover Evoque,Jaipur,2015,40731,Petrol,Automatic,First,14.49 kmpl,2641 CC,259.25 bhp,5.0,112.61 Lakh,77.68
796,Hyundai Xcent SX,Pune,2015,47800,Diesel,Automatic,First,21.39 kmpl,1911 CC,153.72 bhp,5.0,43.68 Lakh,25.24
797,Honda Amaze S i-Dtec,Ahmedabad,2019,5231,Diesel,Manual,First,27.07 kmpl,1103 CC,84.61 bhp,5.0,32.43 Lakh,26.29
798,Toyota Etios VX,Pune,2017,69315,Diesel,Automatic,First,20.3 kmpl,1527 CC,123.66 bhp,5.0,48.1 Lakh,37.01
799,Tata Safari Storme VX,Chennai,2003,179715,Petrol,Manual,Second,25.56 kmpl,1438 CC,147.21 bhp,5.0,36.82 Lakh,6.41
800,Hyundai Verna SX,Kochi,2006,151299,Petrol,Manual,First,26.51 kmpl,1294 CC,104.19 bhp,5.0,,10.16
801,Nissan Terrano XV,Mumbai,2007,145451,Diesel,Automatic,Second,20.21 kmpl,1900 CC,162.57 bhp,7.0,47.0 Lakh,10.72
802,Hyundai Verna SX,Coimbatore,2001,199110,Petrol,Manual,Second,19.31 kmpl,1877 CC,193.45 bhp,7.0,49.43 Lakh,7.21
803,Hyundai Xcent SX,Mumbai,2014,31412,Petrol,Automatic,Second,23.37 kmpl,1577 CC,164.7 bhp,7.0,,25.05
804,Maruti Celerio VXI,Hyderabad,2000,279635,Diesel,Manual,First,24.6 kmpl,1490 CC,116.32 bhp,5.0,32.81 Lakh,4.24
805,Isuzu D-Max V-Cross,Mumbai,2000,186314,Diesel,Manual,First,18.14 kmpl,1953 CC,197.52 bhp,7.0,64.11 Lakh,10.47
806,Maruti Swift Dzire VDI,Bangalore,2017,28261,Petrol,Manual,First,26.83 kmpl,1029 CC,105.38 bhp,7.0,,20.87
807,Honda Jazz VX,Kochi,2014,87239,Diesel,Automatic,First,22.42 kmpl,1703 CC,175.95 bhp,7.0,47.67 Lakh,26.54
808,Maruti Ignis Delta,Pune,2001,297560,Diesel,Manual,First,24.75 kmpl,1313 CC,107.25 bhp,7.0,,3.47
809,Toyota Corolla Altis VL,Kolkata,2005,85632,Diesel,Automatic,Second,17.23 kmpl,2138 CC,152.24 bhp,5.0,,14.98
810,Volkswagen Tiguan Highline,Kolkata,2016,41538,Diesel,Manual,First,18.92 kmpl,1981 CC,196.76 bhp,5.0,63.54 Lakh,44.22
811,Ford Figo Titanium,Pune,2009,107156,Diesel,Manual,Third,20.12 kmpl,1998 CC,173.23 bhp,5.0,,12.95
812,Chevrolet Beat LT,Coimbatore,2003,206409,Petrol,Manual,First,22.92 kmpl,1452 CC,91.35 bhp,5.0,31.0 Lakh,5.31
813,BMW 3 Series 320d,Bangalore,2009,167462,Petrol,Automatic,Second,16.68 kmpl,2879 CC,258.05 bhp,7.0,113.86 Lakh,31.29
814,Maruti Ciaz ZXI,Pune,2005,164189,Petrol,Manual,First,28.78 kmpl,1079 CC,96.3 bhp,5.0,31.0 Lakh,7.63
815,Toyota Fortuner 4x2 AT,Kolkata,2010,167646,Petrol,Manual,First,18.94 kmpl,2108 CC,189.1 bhp,5.0,61.47 Lakh,18.68
816,Maruti Celerio VXI,Kochi,2008,98104,CNG,Manual,First,17.19 km/kg,1102 CC,78.31 bhp,5.0,,8.48
817,Chevrolet Spark LT,Ahmedabad,1998,205181,Petrol,Automatic,First,26.25 kmpl,1093 CC,87.9 bhp,5.0,28.38 Lakh,3.87
818,Mahindra XUV500 W8,Kochi,2005,322804,Petrol,Automatic,Second,21.48 kmpl,1597 CC,160.15 bhp,7.0,45.78 Lakh,8.53
819,Nissan Sunny XV,Bangalore,2002,103458,Diesel,Automatic,Second,21.15 kmpl,1809 CC,155.42 bhp,5.0,47.82 Lakh,9.58
820,Force One EX,Coimbatore,2014,51142,Petrol,Manual,First,23.48 kmpl,1438 CC,105.89 bhp,7.0,35.85 Lakh,19.7
821,Maruti Vitara Brezza VDI,Hyderabad,2019,12068,Diesel,Manual,Second,27.69 kmpl,942 CC,77.01 bhp,5.0,,16.45
822,Renault Triber RXZ,Coimbatore,2017,68413,Petrol,Automatic,First,29.45 kmpl,852 CC,60.79 bhp,5.0,20.2 Lakh,14.94
823,Hyundai Creta 1.6 CRDi SX Option,Kochi,2007,70726,Petrol,Manual,First,19.92 kmpl,1944 CC,187.19 bhp,7.0,52.74 Lakh,14.56
824,Chevrolet Cruze LTZ,Mumbai,2018,40890,Petrol,Manual,First,23.53 kmpl,990 CC,68.92 bhp,5.0,26.31 Lakh,20.5
825,Jeep Compass Limited,Chennai,1999,139740,Diesel,Manual,Fourth & Above,16.8 kmpl,2414 CC,210.77 bhp,5.0,,5.9
826,Skoda Superb Ambition,Kochi,2014,30566,Diesel,Manual,First,21.52 kmpl,1928 CC,142.43 bhp,7.0,54.9 Lakh,33.14
827,Ford Aspire Titanium,Coimbatore,1999,432467,Petrol,Manual,Second,21.18 kmpl,1644 CC,136.36 bhp,5.0,,3.8
828,Mahindra Thar CRDe,Ahmedabad,2014,59708,Petrol,Manual,First,26.57 kmpl,1140 CC,120.52 bhp,5.0,,21.73
829,Maruti Celerio VXI,Ahmedabad,2012,47318,Petrol,Manual,First,23.45 kmpl,1496 CC,122.9 bhp,7.0,34.18 Lakh,17.77
830,Toyota Innova Crysta 2.4 VX,Kolkata,2016,55337,Petrol,Manual,First,23.03 kmpl,1619 CC,128.24 bhp,7.0,50.49 Lakh,32.14
831,Maruti Ertiga VDI,Pune,2017,15236,Petrol,Manual,First,27.46 kmpl,1224 CC,110.89 bhp,4.0,,22.05
832,Mahindra KUV100 K8,Delhi,2004,149244,Petrol,Automatic,First,23.67 kmpl,1628 CC,139.34 bhp,5.0,44.67 Lakh,10.87
833,Honda Jazz VX,Pune,2012,78834,Diesel,Manual,First,19.97 kmpl,1820 CC,183.85 bhp,5.0,50.65 Lakh,24.7
834,Toyota Fortuner 4x2 AT,Kolkata,2018,23488,Petrol,Automatic,Second,16.12 kmpl,2394 CC,199.66 bhp,7.0,67.83 Lakh,54.24
835,Maruti Swift VDI,Coimbatore,2016,46427,CNG,Manual,First,18.3 km/kg,865 CC,78.17 bhp,7.0,23.78 Lakh,14.85
836,Ford EcoSport Titanium,Jaipur,2014,64436,Diesel,Manual,First,27.9 kmpl,1138 CC,95.34 bhp,7.0,34.26 Lakh,19.44
837,Volkswagen Tiguan Highline,Ahmedabad,2006,112914,Petrol,Manual,First,19.31 kmpl,1636 CC,122.06 bhp,5.0,,11.88
838,Tata Hexa XT,Delhi,2010,128634,CNG,Manual,First,19.37 km/kg,810 CC,63.47 bhp,7.0,,8.9
839,BMW 5 Series 520d,Hyderabad,2008,106586,Petrol,Automatic,Second,12.85 kmpl,3026 CC,277.24 bhp,5.0,,29.6
840,Tata Tigor XZ,Bangalore,2012,126237,Petrol,Manual,Second,22.31 kmpl,1360 CC,119.41 bhp,5.0,34.85 Lakh,12.53
841,Tata Zest XM,Bangalore,2016,27304,Petrol,Manual,First,26.85 kmpl,1090 CC,69.93 bhp,5.0,,16.42
842,Renault Triber RXZ,Mumbai,2015,51207,Petrol,Manual,First,26.19 kmpl,1068 CC,73.21 bhp,5.0,,14.81
843,Hyundai Venue SX,Ahmedabad,2004,211836,Petrol,Automatic,First,21.46 kmpl,1578 CC,139.05 bhp,5.0,,9.43
844,Hyundai i10 Magna,Kochi,2001,143586,Diesel,Automatic,First,16.35 kmpl,1907 CC,180.16 bhp,7.0,,7.66
845,Mahindra TUV300 T8,Ahmedabad,2017,25494,Petrol,Manual,Second,26.24 kmpl,1689 CC,144.88 bhp,7.0,43.08 Lakh,27.63
846,Audi Q5 2.0 TDI,Jaipur,1998,82922,Diesel,Automatic,First,10.51 kmpl,3246 CC,245.49 bhp,5.0,112.08 Lakh,15.65
847,Volkswagen Vento Highline,Coimbatore,2013,68704,Diesel,Manual,First,18.29 kmpl,2226 CC,206.11 bhp,7.0,62.92 Lakh,34.04
848,Mahindra Thar CRDe,Pune,2007,136237,Diesel,Manual,First,20.31 kmpl,1798 CC,132.92 bhp,5.0,41.03 Lakh,12.94
849,Maruti Vitara Brezza VDI,Coimbatore,2009,175308,CNG,Automatic,Third,31.39 km/kg,882 CC,74.99 bhp,5.0,,5.04
850,Hyundai i10 Magna,Chennai,2002,126244,Petrol,Automatic,First,26.44 kmpl,1130 CC,98.04 bhp,5.0,30.8 Lakh,6.43
851,Nissan Sunny XV,Kochi,2005,223809,Petrol,Manual,First,26.91 kmpl,1301 CC,102.93 bhp,5.0,35.74 Lakh,7.78
852,Mahindra KUV100 K8,Ahmedabad,2017,23099,Diesel,Automatic,Second,26.01 kmpl,1185 CC,137.53 bhp,7.0,40.86 Lakh,24.92
853,Volkswagen Jetta Highline,Kochi,2001,156237,Diesel,Manual,First,20.23 kmpl,1529 CC,165.56 bhp,7.0,,9.76
854,Maruti Swift VDI,Ahmedabad,2019,7418,Petrol,Manual,First,21.85 kmpl,1348 CC,118.09 bhp,5.0,,30.5
855,Ford Freestyle Titanium,Jaipur,2015,27461,Diesel,Automatic,Second,23.68 kmpl,1575 CC,156.37 bhp,7.0,,28.87
856,Toyota Glanza G,Pune,2017,28547,Petrol,Manual,First,18.54 kmpl,2256 CC,211.7 bhp,5.0,63.46 Lakh,48.91
857,Volkswagen Vento Highline,Chennai,2010,130439,Diesel,Automatic,First,18.06 kmpl,2310 CC,215.65 bhp,7.0,66.83 Lakh,23.56
858,Maruti Ignis Delta,Chennai,2011,50055,CNG,Manual,First,18.29 km/kg,1190 CC,88.19 bhp,5.0,26.4 Lakh,11.7
859,Maruti Swift Dzire VDI,Kochi,2013,103802,Diesel,Manual,First,24.41 kmpl,977 CC,91.27 bhp,5.0,,11.51
860,Hyundai Xcent SX,Hyderabad,2017,36273,Diesel,Manual,Second,22.59 kmpl,1497 CC,134.88 bhp,5.0,40.69 Lakh,26.49
861,Honda City i-VTEC VX,Jaipur,2018,20695,Diesel,Automatic,First,21.4 kmpl,1597 CC,114.05 bhp,5.0,40.11 Lakh,31.34
862,Maruti Vitara Brezza VDI,Hyderabad,2006,180914,Petrol,Automatic,First,24.02 kmpl,1447 CC,108.12 bhp,5.0,,8.44
863,Jeep Compass Longitude,Kolkata,2005,172332,Diesel,Automatic,First,20.83 kmpl,2179 CC,233.36 bhp,5.0,68.97 Lakh,16.02
864,Isuzu D-Max V-Cross,Coimbatore,1999,139039,Diesel,Automatic,First,22.87 kmpl,1589 CC,120.29 bhp,5.0,50.9 Lakh,8.38
865,Chevrolet Beat LT,Delhi,2006,204298,CNG,Manual,First,31.71 km/kg,954 CC,94.75 bhp,7.0,,6.18
866,Volkswagen Ameo Highline,Bangalore,2001,350898,Petrol,Manual,Second,20.01 kmpl,2325 CC,233.46 bhp,5.0,68.21 Lakh,8.65
867,Chevrolet Beat LT,Hyderabad,2014,112034,Diesel,Manual,First,25.26 kmpl,994 CC,92.32 bhp,7.0,29.54 Lakh,13.71
868,Skoda Superb Ambition,Mumbai,2013,68857,Diesel,Automatic,First,19.05 kmpl,2104 CC,192.52 bhp,7.0,,31.86
869,Hyundai i10 Magna,Kolkata,2014,17973,Petrol,Manual,First,19.38 kmpl,1757 CC,177.71 bhp,5.0,46.81 Lakh,28.52
870,Hyundai Venue SX,Hyderabad,2002,237392,Diesel,Manual,Third,25.05 kmpl,1411 CC,128.02 bhp,5.0,36.32 Lakh,4.33
871,Ford EcoSport Titanium,Kolkata,2019,8525,Petrol,Manual,First,21.52 kmpl,1770 CC,131.26 bhp,7.0,40.96 Lakh,40.44
872,Honda BR-V VX i-DTEC,Jaipur,1999,370016,Diesel,Manual,First,23.25 kmpl,1515 CC,149.0 bhp,7.0,,4.55
873,Toyota Yaris VX,Chennai,2003,159664,Diesel,Automatic,First,21.97 kmpl,1758 CC,170.37 bhp,7.0,,10.12
874,Maruti Ciaz ZXI,Ahmedabad,2000,258536,Diesel,Automatic,First,29.35 kmpl,1072 CC,108.66 bhp,4.0,28.4 Lakh,3.75
875,Renault Duster RXZ,Delhi,2017,27769,Diesel,Automatic,First,22.57 kmpl,1395 CC,104.93 bhp,5.0,,26.93
876,Hyundai Grand i10 Sportz,Ahmedabad,1999,371766,Petrol,Manual,Second,24.53 kmpl,1598 CC,139.63 bhp,7.0,,3.84
877,Ford Endeavour Titanium,Hyderabad,2000,129058,Diesel,Manual,First,24.37 kmpl,1147 CC,88.56 bhp,7.0,,5.55
878,Ford Endeavour Titanium,Jaipur,2019,10715,Diesel,Automatic,First,24.82 kmpl,1318 CC,100.21 bhp,5.0,32.67 Lakh,33.32
879,Maruti Vitara Brezza VDI,Jaipur,2010,155307,Diesel,Manual,First,24.14 kmpl,1243 CC,93.37 bhp,5.0,,11.73
880,Skoda Octavia Ambition,Mumbai,2017,37842,Diesel,Automatic,First,16.02 kmpl,2420 CC,175.03 bhp,5.0,63.9 Lakh,53.03
881,Mercedes-Benz GLA 200d,Ahmedabad,2001,232930,Diesel,Automatic,First,19.73 kmpl,2066 CC,161.14 bhp,5.0,92.09 Lakh,16.16
882,Ford EcoSport Titanium,Hyderabad,2009,59189,Diesel,Manual,Second,24.72 kmpl,1555 CC,148.16 bhp,7.0,,14.69
883,Volkswagen Polo Highline,Chennai,1998,249896,Diesel,Automatic,Second,21.72 kmpl,1741 CC,140.34 bhp,7.0,51.64 Lakh,5.0
884,Hyundai Grand i10 Sportz,Bangalore,2002,236192,Petrol,Manual,Second,26.93 kmpl,1284 CC,120.29 bhp,5.0,,5.98
885,Mini Cooper S,Mumbai,2016,44512,Diesel,Automatic,Second,10.07 kmpl,3206 CC,236.7 bhp,5.0,112.81 Lakh,68.06
886,Hyundai Creta 1.6 CRDi SX Option,Kolkata,2008,121323,Diesel,Automatic,Second,23.63 kmpl,1340 CC,95.04 bhp,7.0,32.79 Lakh,8.76
887,Volvo S60 D3,Mumbai,2009,156913,Diesel,Automatic,Third,21.39 kmpl,2104 CC,190.9 bhp,5.0,,23.66
888,Ford Endeavour Titanium,Kochi,2006,311332,CNG,Manual,First,27.83 km/kg,938 CC,97.19 bhp,5.0,30.64 Lakh,6.72
889,Tata Tiago XZ,Kochi,2008,125946,Petrol,Automatic,First,29.05 kmpl,886 CC,67.58 bhp,5.0,,6.83
890,Fiat Linea Emotion,Bangalore,2000,426396,Diesel,Manual,Second,22.6 kmpl,1415 CC,94.79 bhp,4.0,28.01 Lakh,3.35
891,Audi A6 2.0 TDI,Delhi,1998,334096,Diesel,Automatic,Second,16.4 kmpl,2168 CC,176.0 bhp,5.0,95.43 Lakh,10.35
892,Maruti Swift VDI,Kochi,2014,32118,Petrol,Manual,Second,24.67 kmpl,1093 CC,107.45 bhp,5.0,29.81 Lakh,16.1
893,Chevrolet Cruze LTZ,Coimbatore,2008,130367,Diesel,Manual,Second,29.82 kmpl,1077 CC,89.8 bhp,5.0,,6.52
894,Renault Captur RXE,Hyderabad,2012,214142,Petrol,Manual,First,24.28 kmpl,1174 CC,76.41 bhp,5.0,,8.26
895,Toyota Innova Crysta 2.4 VX,Kolkata,2000,131372,Diesel,Automatic,First,20.38 kmpl,1596 CC,195.23 bhp,7.0,56.35 Lakh,10.4
896,Chevrolet Cruze LTZ,Kochi,1998,232995,Petrol,Automatic,First,27.84 kmpl,818 CC,61.64 bhp,5.0,21.92 Lakh,2.69
897,Honda Jazz VX,Ahmedabad,2018,46681,Petrol,Manual,Second,20.03 kmpl,1844 CC,128.26 bhp,7.0,40.27 Lakh,26.49
898,Maruti Celerio VXI,Bangalore,1998,283014,LPG,Manual,First,28.66 km/kg,1180 CC,104.27 bhp,5.0,,3.38
899,Audi Q3 2.0 TDI,Kochi,2005,94644,Diesel,Automatic,First,20.25 kmpl,1898 CC,168.94 bhp,4.0,,23.11
900,Renault Duster RXZ,Coimbatore,2009,161368,Diesel,Manual,First,28.25 kmpl,1041 CC,65.09 bhp,5.0,25.83 Lakh,9.21
901,Tata Nexon XZ,Bangalore,2011,121319,Petrol,Automatic,Third,29.03 kmpl,935 CC,86.0 bhp,7.0,23.29 Lakh,8.39
902,Toyota Glanza G,Jaipur,2001,171644,Petrol,Manual,Second,21.11 kmpl,1806 CC,120.34 bhp,5.0,,8.23
903,Hyundai Venue SX,Kolkata,2009,74260,Diesel,Manual,First,21.8 kmpl,1918 CC,186.3 bhp,5.0,,16.5
904,Hyundai Verna SX,Bangalore,2000,204208,Petrol,Manual,First,24.57 kmpl,1727 CC,176.81 bhp,5.0,,6.07
905,Tata Tiago XZ,Ahmedabad,2005,361044,Petrol,Automatic,First,27.43 kmpl,925 CC,80.63 bhp,5.0,,4.65
906,Honda Amaze S i-Dtec,Ahmedabad,2014,47819,Diesel,Automatic,Second,23.44 kmpl,1503 CC,133.83 bhp,5.0,,20.92
907,Mahindra XUV500 W8,Ahmedabad,2006,156914,Diesel,Automatic,First,24.21 kmpl,1544 CC,135.57 bhp,7.0,43.43 Lakh,11.75
908,Tata Hexa XT,Kochi,2017,31220,Diesel,Manual,First,22.66 kmpl,1407 CC,99.84 bhp,5.0,31.51 Lakh,24.0
909,Nissan Terrano XV,Ahmedabad,2002,328185,Petrol,Manual,First,25.24 kmpl,1381 CC,143.89 bhp,5.0,43.02 Lakh,5.8
910,Mercedes-Benz GLA 200d,Pune,2003,168462,Petrol,Automatic,First,16.0 kmpl,2388 CC,219.76 bhp,7.0,,19.22
911,Toyota Corolla Altis VL,Kolkata,2002,218407,Diesel,Automatic,Second,20.01 kmpl,1801 CC,185.71 bhp,7.0,59.94 Lakh,9.4
912,Fiat Punto Emotion,Coimbatore,2005,62261,LPG,Manual,Third,26.09 km/kg,1064 CC,111.66 bhp,5.0,32.82 Lakh,6.86
913,Volkswagen Jetta Highline,Chennai,2002,154885,Diesel,Manual,First,20.68 kmpl,2157 CC,217.03 bhp,5.0,68.45 Lakh,11.39
914,Jeep Compass Limited,Pune,2011,103378,Diesel,Manual,Second,20.71 kmpl,1990 CC,157.71 bhp,5.0,,19.91
915,Maruti Swift VDI,Mumbai,2015,37876,Diesel,Automatic,First,27.29 kmpl,842 CC,71.09 bhp,7.0,,14.58
916,Toyota Glanza G,Pune,2018,8793,Petrol,Manual,First,18.39 kmpl,2342 CC,183.96 bhp,7.0,65.21 Lakh,56.34
917,Renault Duster RXZ,Bangalore,2017,71654,Diesel,Manual,First,28.06 kmpl,855 CC,67.27 bhp,5.0,,15.41
918,Toyota Glanza G,Chennai,2017,32385,Diesel,Manual,First,17.84 kmpl,2191 CC,222.94 bhp,5.0,65.36 Lakh,51.43
919,BMW 3 Series 320d,Pune,2003,95049,Petrol,Automatic,First,16.34 kmpl,2221 CC,237.24 bhp,5.0,105.92 Lakh,25.15
920,Maruti Wagon R LXI CNG,Mumbai,2012,76610,Diesel,Manual,First,29.1 kmpl,925 CC,75.99 bhp,7.0,,11.35
921,Maruti Alto 800 LXI,Hyderabad,2002,179322,Diesel,Manual,First,24.06 kmpl,1006 CC,99.75 bhp,7.0,28.07 Lakh,5.25
